text,sentiment
unfortunately for us it looks like there are no funny people on twitter should we move to fb or start our own flitter,negative
just came back from karaoke eating dinner with emily it was sooooo much fun,positive
discrimination is not a bad thing i learned to say no my children would say i mastered that years ago,positive
sure i can talk the fabulous part though is out sorry dear,neutral
did you see the sec clip of the new moon trailer its up on check it out its a big tease though,negative
just got back from working out i feeling pretty good work at,positive
ahhh my satz blend did save,neutral
so why should that matter i bet you would be great at it i do it what you love right why not go for it,positive
dh is just about finished making his giant trio candy bar thank the heavens his work mates are in for a treat tomorrow,positive
my ear are popping,neutral
working on diffusing that irritation but this traffic sure is helping mother f it always real bad the days i help plan stuff,negative
i submitted my resume the same day and saw no answer back oh well,negative
catching up on weeks of lost and grey house is quiet again,neutral
i love when ryans a housewife makes me smile,positive
sooo kinda o sick n tired of the bs that guys dish out,negative
boo i was hoping for a fake alien story with a tinfoil covered beachball photo,negative
hey phillll wazzuppppp,neutral
missed out on westcott micro apollo too,negative
you can buy me lunch when i get my pay cut next month,positive
finally gone to the beach yeaaaah,positive
ranjan did i ever mention what a nice and awesome dude you are,positive
last weekday of doing nothing school starts next week,neutral
hello gorgeous girl nice new pic how are you today,positive
ok that duet was hysterical lol,positive
ok i have to turn off all of my twitter device updates until i get a new battery phone goes from fully charged to dead in about hours,neutral
michelle is a hot mama with chichis grande,neutral
either way you always tend to make my followfriday list sweetie you do rock that much,positive
no one i know likes boiled peanuts,neutral
watched episode of loved how they did a throwback to the first episode using the sprinkler theory,positive
i sleepy but is feeling under the weather ugh these tonsils i need some company or somebody to talk too,negative
please get a cell phone with a better camera on it your pictures are real bad quality compared to those that miley took,neutral
ichigo she tried to carry on aswell bless i suppose maybe that why kids should be in it,positive
booziest weekend in a long time good fun though,positive
counting the hours of lost sunshine until the weekend,negative
planning and trying to call the doctor though that is going so well so mostly planning,negative
hoooray i hooked already,neutral
ok then have a good day,positive
i agree everybody would been excited and then it goes ohhhh nooooo ms screws up again,neutral
edge left me off the contributors list in this month issue x ffs werd,neutral
ooo growl and yummy time coming soon for you too huh oh yeah i have been hunting for a combo tshirt think i can find one no,neutral
i m back to this z index problem again,negative
is anyone out there so bored at work,negative
am hating my life at the moment there only so many nos my delicate little mind can take,negative
check out and started new tee limited edition in different ways check facebook group too,neutral
they being the husband or the girl,neutral
thinking of what i should do in vegas any good ideas or places that are a most see,neutral
first day of summer sucks its overcast and cold this is summer,negative
hi to one kiwi artist from another kiwi artist,neutral
says happy mother day to all moms out there,positive
oooo ok why have nt you accepted my friends request,neutral
sorry to tweet about bgt but poor wonderful crazy weird greg so not fair the silly little girl is never going to cope urgh not fair,negative
